obstacle_p,agent_p,a_g,a_ng,d_below,d_above,d_max,d_min,d_avg,d_std,c_below,c_above,c_max,c_min,c_avg,c_std,ng_0,ng_1,ng_2,ng_3,ng_4,y1,y2,y3
0.30476941551807574,0.0017923395408026097,0.76,0.24,0.78,0.22,18,0,1.76,3.90927,0.51,0.49,9,0,2.83,2.11686,0,0,3,25,72,31,1,0,0
0.30476941551807574,0.0017923395408026097,0.81,0.19,0.81,0.19,13,0,0.85,2.3254,0.65,0.35,9,0,3.02,2.20898,0,0,5,27,68,36,1,0,0
0.30476941551807574,0.0017923395408026097,0.88,0.12,0.88,0.12,8,0,0.37,1.23818,0.63,0.37,9,0,3.12,2.23732,0,1,5,29,65,41,1,0,0
0.30476941551807574,0.0026885093112039146,0.0666667,0.933333,0.553333,0.446667,41,0,12.82,9.25496,0.62,0.38,9,0,1.35333,1.46122,0,0,3,34,113,11,1,0,0
0.30476941551807574,0.0026885093112039146,0.18,0.82,0.6,0.4,36,0,9.19333,8.38308,0.606667,0.393333,13,0,2.32,2.00772,0,0,6,37,107,16,1,0,0
0.30476941551807574,0.0026885093112039146,0.246667,0.753333,0.64,0.36,31,0,6.28,7.05608,0.62,0.38,14,0,3.28,2.38641,0,0,3,41,106,21,1,0,0
0.30476941551807574,0.0026885093112039146,0.393333,0.606667,0.66,0.34,26,0,3.85333,5.67378,0.633333,0.366667,15,0,4.08667,2.72014,0,0,8,38,104,26,1,0,0
0.30476941551807574,0.0026885093112039146,0.66,0.34,0.793333,0.206667,21,0,2.06667,4.20264,0.58,0.42,16,0,4.55333,2.97666,0,0,4,44,102,31,1,0,0
0.30476941551807574,0.0026885093112039146,0.746667,0.253333,0.846667,0.153333,16,0,1.04667,2.62383,0.526667,0.473333,16,0,4.81333,3.07113,0,0,9,43,98,36,1,0,0
0.30476941551807574,0.0026885093112039146,0.893333,0.106667,0.893333,0.106667,11,0,0.34,1.34576,0.486667,0.513333,16,0,5,3.10269,0,0,9,40,101,41,1,0,0
0.30476941551807574,0.0026885093112039146,0.98,0.02,0.98,0.02,6,0,0.0666667,0.549747,0.586667,0.413333,16,0,5.05333,3.11296,0,1,8,42,99,46,1,0,0
0.30476941551807574,0.0035846790816052194,0.315,0.685,0.585,0.415,37,0,6.855,7.94946,0.58,0.42,11,0,4.225,1.9556,0,0,6,58,136,21,0,1,0
0.30476941551807574,0.0035846790816052194,0.38,0.62,0.665,0.335,32,0,4.88,6.8261,0.565,0.435,12,0,5.175,2.41337,0,0,10,50,140,26,0,1,0
0.30476941551807574,0.0035846790816052194,0.585,0.415,0.73,0.27,30,0,3.24,5.6553,0.475,0.525,13,0,5.945,2.70591,0,0,12,58,130,31,0,1,0
0.30476941551807574,0.0035846790816052194,0.66,0.34,0.775,0.225,25,0,2.1,4.29884,0.52,0.48,14,0,6.415,2.9804,0,0,9,61,130,36,0,1,0
0.30476941551807574,0.0035846790816052194,0.745,0.255,0.835,0.165,20,0,1.155,2.96158,0.485,0.515,15,0,6.72,3.10992,0,0,12,56,132,41,0,1,0
0.30476941551807574,0.0035846790816052194,0.885,0.115,0.885,0.115,15,0,0.495,2.01494,0.465,0.535,15,0,6.945,3.24684,0,1,11,55,133,46,0,1,0
0.30476941551807574,0.0035846790816052194,0.935,0.065,0.935,0.065,12,0,0.265,1.35822,0.58,0.42,15,0,7.015,3.27334,0,3,15,55,127,51,0,1,0
0.30476941551807574,0.0035846790816052194,0.975,0.025,0.975,0.025,13,0,0.135,1.07553,0.575,0.425,15,0,7.035,3.27013,0,3,13,57,127,56,0,1,0
0.30476941551807574,0.0035846790816052194,0.98,0.02,0.98,0.02,12,0,0.105,0.981822,0.575,0.425,15,0,7.04,3.26166,0,3,13,58,126,61,0,1,0
0.30476941551807574,0.0035846790816052194,0.99,0.01,0.99,0.01,13,0,0.105,1.07423,0.575,0.425,15,0,7.04,3.26166,0,3,13,58,126,62,0,1,0
0.30476941551807574,0.0035846790816052194,0.985,0.015,0.985,0.015,12,0,0.105,1.01685,0.575,0.425,15,0,7.055,3.27444,0,3,13,58,126,67,0,1,0
0.30476941551807574,0.0035846790816052194,0.97,0.03,0.97,0.03,12,0,0.12,0.967264,0.575,0.425,15,0,7.055,3.27444,0,3,13,58,126,67,0,1,0
0.30476941551807574,0.0035846790816052194,0.98,0.02,0.98,0.02,12,0,0.115,1.02556,0.575,0.425,15,0,7.055,3.27444,0,3,12,59,126,65,0,1,0
0.30476941551807574,0.0035846790816052194,0.97,0.03,0.97,0.03,12,0,0.125,0.974359,0.575,0.425,15,0,7.065,3.28949,0,3,12,57,128,69,0,1,0
0.30476941551807574,0.0035846790816052194,0.975,0.025,0.975,0.025,12,0,0.12,1.02742,0.575,0.425,15,0,7.065,3.28949,0,3,13,58,126,69,0,1,0
0.30476941551807574,0.0035846790816052194,0.98,0.02,0.98,0.02,13,0,0.105,1.01192,0.575,0.425,15,0,7.07,3.29471,0,3,12,58,127,70,0,1,0
0.30476941551807574,0.0035846790816052194,0.985,0.015,0.985,0.015,12,0,0.11,1.05731,0.575,0.425,15,0,7.07,3.29471,0,3,12,59,126,63,0,1,0
0.30476941551807574,0.0035846790816052194,0.975,0.025,0.975,0.025,13,0,0.115,1.02067,0.57,0.43,15,0,7.075,3.29536,0,3,12,59,126,62,0,1,0
0.30476941551807574,0.0035846790816052194,0.985,0.015,0.985,0.015,7,0,0.07,0.651997,0.57,0.43,15,0,7.085,3.31327,0,3,12,59,126,68,0,1,0
0.30476941551807574,0.0035846790816052194,0.97,0.03,0.97,0.03,7,0,0.075,0.582559,0.565,0.435,15,0,7.125,3.31954,0,3,13,58,126,73,0,1,0
0.30476941551807574,0.0035846790816052194,0.98,0.02,0.98,0.02,6,0,0.045,0.439289,0.565,0.435,15,0,7.135,3.31915,0,3,12,59,126,78,0,1,0
0.30476941551807574,0.0035846790816052194,0.985,0.015,0.985,0.015,7,0,0.045,0.502966,0.565,0.435,15,0,7.135,3.31915,0,3,12,59,126,81,0,1,0
0.30476941551807574,0.0035846790816052194,0.985,0.015,0.985,0.015,5,0,0.04,0.385227,0.565,0.435,15,0,7.14,3.3212,0,3,13,58,126,81,0,1,0
0.30476941551807574,0.0035846790816052194,0.98,0.02,0.98,0.02,6,0,0.055,0.471142,0.565,0.435,15,0,7.145,3.32776,0,3,13,58,126,82,0,1,0
0.30476941551807574,0.0035846790816052194,0.985,0.015,0.985,0.015,6,0,0.04,0.434051,0.565,0.435,15,0,7.145,3.32776,0,3,13,58,126,81,0,1,0
0.30476941551807574,0.0035846790816052194,0.985,0.015,0.985,0.015,6,0,0.045,0.450527,0.565,0.435,15,0,7.145,3.32776,0,3,12,59,126,81,0,1,0
0.30476941551807574,0.0035846790816052194,0.98,0.02,0.98,0.02,6,0,0.045,0.439289,0.565,0.435,15,0,7.145,3.32776,0,3,13,58,126,81,0,1,0
0.30476941551807574,0.0035846790816052194,0.985,0.015,0.985,0.015,6,0,0.045,0.450527,0.565,0.435,15,0,7.145,3.32776,0,3,12,59,126,80,0,1,0
0.30476941551807574,0.0035846790816052194,0.985,0.015,0.985,0.015,8,0,0.055,0.584786,0.565,0.435,15,0,7.145,3.32776,0,3,12,59,126,80,0,1,0
0.30476941551807574,0.0035846790816052194,0.99,0.01,0.99,0.01,9,0,0.05,0.638357,0.565,0.435,15,0,7.145,3.32776,0,3,13,58,126,83,0,1,0
0.30476941551807574,0.0035846790816052194,0.985,0.015,0.985,0.015,8,0,0.055,0.584786,0.565,0.435,15,0,7.145,3.32776,0,3,13,58,126,80,0,1,0
0.30476941551807574,0.004480848852006524,0.88,0.12,0.88,0.12,30,0,0.668,3.23941,0.468,0.532,20,0,9.532,4.2267,0,3,20,68,159,56,0,1,0
0.30476941551807574,0.004480848852006524,0.936,0.064,0.936,0.064,29,0,0.492,2.77307,0.468,0.532,20,0,9.6,4.27177,0,3,17,69,161,61,0,1,0
0.30476941551807574,0.004480848852006524,0.932,0.068,0.932,0.068,30,0,0.412,2.45484,0.464,0.536,20,0,9.668,4.3088,0,3,16,69,162,66,0,1,0
0.30476941551807574,0.004480848852006524,0.932,0.068,0.932,0.068,29,0,0.32,2.13016,0.456,0.544,20,0,9.708,4.33206,0,3,15,71,161,71,0,1,0
0.30476941551807574,0.004480848852006524,0.952,0.048,0.952,0.048,28,0,0.236,1.90271,0.452,0.548,20,0,9.752,4.36469,0,3,18,68,161,76,0,1,0
0.30476941551807574,0.004480848852006524,0.964,0.036,0.964,0.036,23,0,0.152,1.49161,0.452,0.548,20,0,9.808,4.40399,0,3,16,71,160,81,0,1,0
0.30476941551807574,0.004480848852006524,0.972,0.028,0.972,0.028,18,0,0.112,1.16767,0.452,0.548,20,0,9.836,4.41736,0,3,18,68,161,86,0,1,0
0.30476941551807574,0.004480848852006524,0.972,0.028,0.972,0.028,13,0,0.1,0.882043,0.452,0.548,20,0,9.84,4.41977,0,3,17,70,160,91,0,1,0
0.30476941551807574,0.004480848852006524,0.972,0.028,0.972,0.028,10,0,0.08,0.688186,0.452,0.548,20,0,9.856,4.43388,0,3,18,69,160,96,0,1,0
0.30476941551807574,0.004480848852006524,0.968,0.032,0.968,0.032,5,0,0.076,0.471406,0.452,0.548,20,0,9.864,4.44134,0,3,17,71,159,101,0,1,0
0.30476941551807574,0.004480848852006524,0.972,0.028,0.972,0.028,3,0,0.044,0.286468,0.452,0.548,20,0,9.892,4.46412,0,3,18,67,162,106,0,1,0
0.30476941551807574,0.004480848852006524,0.976,0.024,0.976,0.024,3,0,0.044,0.313152,0.452,0.548,20,0,9.892,4.46412,0,3,19,69,159,110,0,1,0
0.30476941551807574,0.004480848852006524,0.976,0.024,0.976,0.024,3,0,0.04,0.28,0.452,0.548,20,0,9.892,4.46412,0,3,20,68,159,110,0,1,0
0.30476941551807574,0.004480848852006524,0.984,0.016,0.984,0.016,3,0,0.028,0.243343,0.452,0.548,20,0,9.892,4.46412,0,3,18,70,159,114,0,1,0
0.30476941551807574,0.004480848852006524,0.988,0.012,0.988,0.012,4,0,0.024,0.267253,0.452,0.548,20,0,9.896,4.46824,0,3,18,70,159,117,0,1,0
0.30476941551807574,0.004480848852006524,0.992,0.008,0.992,0.008,2,0,0.012,0.140911,0.452,0.548,20,0,9.896,4.46824,0,3,17,71,159,121,0,1,0
0.30476941551807574,0.004480848852006524,0.996,0.004,0.996,0.004,4,0,0.016,0.252476,0.452,0.548,20,0,9.896,4.46824,0,3,18,70,159,125,0,1,0
0.30476941551807574,0.004480848852006524,0.988,0.012,0.988,0.012,3,0,0.024,0.235423,0.452,0.548,20,0,9.896,4.46824,0,3,18,69,160,126,0,1,0
0.30476941551807574,0.004480848852006524,0.988,0.012,0.988,0.012,3,0,0.02,0.208806,0.452,0.548,20,0,9.896,4.46824,0,3,17,71,159,122,0,1,0
0.30476941551807574,0.004480848852006524,0.992,0.008,0.992,0.008,4,0,0.02,0.26,0.452,0.548,20,0,9.912,4.48645,0,3,18,69,160,125,0,1,0
0.30476941551807574,0.004480848852006524,0.992,0.008,0.992,0.008,4,0,0.02,0.26,0.452,0.548,20,0,9.912,4.48645,0,3,17,71,159,124,0,1,0
0.30476941551807574,0.004480848852006524,0.992,0.008,0.992,0.008,4,0,0.024,0.281823,0.452,0.548,20,0,9.912,4.48645,0,3,18,70,159,123,0,1,0
0.30476941551807574,0.004480848852006524,0.988,0.012,0.988,0.012,4,0,0.028,0.288472,0.452,0.548,20,0,9.916,4.49321,0,3,18,70,159,121,0,1,0
0.30476941551807574,0.004480848852006524,0.988,0.012,0.988,0.012,2,0,0.016,0.154091,0.452,0.548,20,0,9.92,4.49373,0,3,16,71,160,122,0,1,0
0.30476941551807574,0.004480848852006524,0.992,0.008,0.992,0.008,3,0,0.02,0.227156,0.452,0.548,20,0,9.92,4.49373,0,3,17,70,160,123,0,1,0
0.30476941551807574,0.004480848852006524,0.996,0.004,0.996,0.004,5,0,0.02,0.315595,0.452,0.548,20,0,9.92,4.49373,0,3,18,70,159,125,0,1,0
0.30476941551807574,0.004480848852006524,0.992,0.008,0.992,0.008,4,0,0.02,0.26,0.452,0.548,20,0,9.92,4.49373,0,3,17,71,159,124,0,1,0
0.30476941551807574,0.004480848852006524,0.984,0.016,0.984,0.016,2,0,0.024,0.198555,0.452,0.548,20,0,9.92,4.49373,0,3,17,71,159,121,0,1,0
0.30476941551807574,0.004480848852006524,0.988,0.012,0.988,0.012,3,0,0.02,0.208806,0.452,0.548,20,0,9.92,4.49373,0,3,17,71,159,126,0,1,0
0.30476941551807574,0.004480848852006524,0.988,0.012,0.988,0.012,2,0,0.02,0.18868,0.452,0.548,20,0,9.92,4.49373,0,3,17,70,160,122,0,1,0
0.30476941551807574,0.004480848852006524,0.988,0.012,0.988,0.012,4,0,0.028,0.288472,0.452,0.548,20,0,9.92,4.49373,0,3,17,71,159,123,0,1,0
0.30476941551807574,0.004480848852006524,0.988,0.012,0.988,0.012,5,0,0.028,0.327439,0.452,0.548,20,0,9.924,4.49691,0,3,17,70,160,124,0,1,0
0.30476941551807574,0.004480848852006524,0.984,0.016,0.984,0.016,4,0,0.032,0.294917,0.452,0.548,20,0,9.924,4.49691,0,3,17,69,161,121,0,1,0
0.30476941551807574,0.004480848852006524,0.988,0.012,0.988,0.012,3,0,0.02,0.208806,0.452,0.548,20,0,9.924,4.49691,0,3,17,71,159,122,0,1,0
0.30476941551807574,0.004480848852006524,0.98,0.02,0.98,0.02,3,0,0.028,0.22631,0.452,0.548,20,0,9.924,4.49691,0,3,16,71,160,122,0,1,0
0.30476941551807574,0.004480848852006524,0.984,0.016,0.984,0.016,3,0,0.024,0.217771,0.452,0.548,20,0,9.932,4.50593,0,3,16,71,160,122,0,1,0
0.30476941551807574,0.004480848852006524,0.992,0.008,0.992,0.008,5,0,0.024,0.321596,0.452,0.548,20,0,9.932,4.50593,0,3,18,69,160,124,0,1,0
0.30476941551807574,0.004480848852006524,0.984,0.016,0.984,0.016,4,0,0.032,0.294917,0.452,0.548,20,0,9.932,4.50593,0,3,18,70,159,123,0,1,0
0.30476941551807574,0.004480848852006524,0.988,0.012,0.988,0.012,3,0,0.02,0.208806,0.452,0.548,20,0,9.932,4.50593,0,3,18,70,159,121,0,1,0
0.30476941551807574,0.004480848852006524,0.98,0.02,0.98,0.02,3,0,0.032,0.25095,0.452,0.548,20,0,9.932,4.50593,0,3,18,70,159,121,0,1,0
0.30476941551807574,0.004480848852006524,0.988,0.012,0.988,0.012,4,0,0.024,0.267253,0.452,0.548,20,0,9.932,4.50593,0,3,18,70,159,123,0,1,0
0.30476941551807574,0.004480848852006524,0.988,0.012,0.988,0.012,4,0,0.032,0.308182,0.452,0.548,20,0,9.932,4.50593,0,3,18,70,159,125,0,1,0
0.30476941551807574,0.004480848852006524,0.992,0.008,0.992,0.008,4,0,0.032,0.356337,0.452,0.548,20,0,9.932,4.50593,0,3,18,70,159,127,0,1,0
0.30476941551807574,0.004480848852006524,0.988,0.012,0.988,0.012,3,0,0.028,0.25926,0.452,0.548,20,0,9.94,4.51225,0,3,18,70,159,127,0,1,0
0.30476941551807574,0.004480848852006524,0.992,0.008,0.992,0.008,4,0,0.024,0.281823,0.452,0.548,20,0,9.94,4.51225,0,3,16,71,160,127,0,1,0
0.30476941551807574,0.004480848852006524,0.988,0.012,0.988,0.012,4,0,0.028,0.288472,0.452,0.548,20,0,9.948,4.51678,0,3,17,70,160,125,0,1,0
0.30476941551807574,0.004480848852006524,0.992,0.008,0.992,0.008,5,0,0.024,0.321596,0.452,0.548,20,0,9.948,4.51678,0,3,18,70,159,126,0,1,0
0.30476941551807574,0.004480848852006524,0.984,0.016,0.984,0.016,4,0,0.032,0.294917,0.452,0.548,20,0,9.948,4.51678,0,3,18,70,159,123,0,1,0
0.30476941551807574,0.004480848852006524,0.992,0.008,0.992,0.008,5,0,0.036,0.403366,0.452,0.548,20,0,9.952,4.51904,0,3,18,70,159,128,0,1,0
0.30476941551807574,0.004480848852006524,0.984,0.016,0.984,0.016,4,0,0.04,0.344093,0.452,0.548,20,0,9.952,4.51904,0,3,17,70,160,130,0,1,0
0.30476941551807574,0.004480848852006524,0.988,0.012,0.988,0.012,4,0,0.036,0.36153,0.452,0.548,20,0,9.952,4.51904,0,3,17,70,160,127,0,1,0
0.30476941551807574,0.004480848852006524,0.992,0.008,0.992,0.008,6,0,0.04,0.454313,0.452,0.548,20,0,9.952,4.51904,0,3,19,69,159,129,0,1,0
0.30476941551807574,0.004480848852006524,0.988,0.012,0.988,0.012,4,0,0.036,0.36153,0.452,0.548,20,0,9.964,4.5302,0,3,18,70,159,127,0,1,0
0.30476941551807574,0.004480848852006524,0.992,0.008,0.992,0.008,5,0,0.032,0.367391,0.452,0.548,20,0,9.964,4.5302,0,3,18,69,160,117,0,1,0
0.30476941551807574,0.004480848852006524,0.988,0.012,0.988,0.012,3,0,0.028,0.274255,0.452,0.548,20,0,9.964,4.5302,0,3,18,70,159,116,0,1,0
0.30476941551807574,0.004480848852006524,0.988,0.012,0.988,0.012,4,0,0.028,0.288472,0.452,0.548,20,0,9.964,4.5302,0,3,18,70,159,118,0,1,0
0.30476941551807574,0.004480848852006524,0.988,0.012,0.988,0.012,2,0,0.02,0.18868,0.452,0.548,20,0,9.964,4.5302,0,3,17,71,159,119,0,1,0
0.30476941551807574,0.004480848852006524,0.996,0.004,0.996,0.004,5,0,0.02,0.315595,0.452,0.548,20,0,9.964,4.5302,0,3,18,70,159,122,0,1,0
0.30476941551807574,0.004480848852006524,0.988,0.012,0.988,0.012,3,0,0.02,0.208806,0.452,0.548,20,0,9.964,4.5302,0,3,19,68,160,122,0,1,0
0.30476941551807574,0.004480848852006524,0.992,0.008,0.992,0.008,4,0,0.02,0.26,0.452,0.548,20,0,9.968,4.52714,0,3,18,70,159,122,0,1,0
0.30476941551807574,0.004480848852006524,0.992,0.008,0.992,0.008,5,0,0.024,0.321596,0.452,0.548,20,0,9.968,4.52714,0,3,18,69,160,122,0,1,0
0.30476941551807574,0.004480848852006524,0.992,0.008,0.992,0.008,5,0,0.024,0.321596,0.452,0.548,20,0,9.976,4.5316,0,3,18,70,159,122,0,1,0
0.30476941551807574,0.004480848852006524,0.988,0.012,0.988,0.012,3,0,0.02,0.208806,0.452,0.548,20,0,9.976,4.5316,0,3,19,69,159,122,0,1,0
0.30476941551807574,0.004480848852006524,0.984,0.016,0.984,0.016,3,0,0.024,0.217771,0.452,0.548,20,0,9.976,4.5316,0,3,19,68,160,122,0,1,0
0.30476941551807574,0.004480848852006524,0.992,0.008,0.992,0.008,4,0,0.02,0.26,0.452,0.548,20,0,9.976,4.5316,0,3,18,70,159,121,0,1,0
0.30476941551807574,0.004480848852006524,0.984,0.016,0.984,0.016,3,0,0.024,0.217771,0.452,0.548,20,0,9.976,4.5316,0,3,19,68,160,122,0,1,0
0.30476941551807574,0.004480848852006524,0.976,0.024,0.976,0.024,3,0,0.032,0.23447,0.452,0.548,20,0,9.976,4.5316,0,3,19,68,160,122,0,1,0
0.30476941551807574,0.004480848852006524,0.98,0.02,0.98,0.02,5,0,0.036,0.33868,0.452,0.548,20,0,9.976,4.5316,0,3,18,69,160,122,0,1,0
0.30476941551807574,0.004480848852006524,0.992,0.008,0.992,0.008,6,0,0.028,0.383687,0.452,0.548,20,0,9.976,4.5316,0,3,18,69,160,123,0,1,0
0.30476941551807574,0.004480848852006524,0.988,0.012,0.988,0.012,5,0,0.028,0.327439,0.452,0.548,20,0,9.976,4.5316,0,3,18,69,160,122,0,1,0
0.30476941551807574,0.004480848852006524,0.992,0.008,0.992,0.008,5,0,0.024,0.321596,0.452,0.548,20,0,9.976,4.5316,0,3,18,70,159,122,0,1,0
0.30476941551807574,0.004480848852006524,0.988,0.012,0.988,0.012,4,0,0.024,0.267253,0.452,0.548,20,0,9.976,4.5316,0,3,19,69,159,122,0,1,0
0.30476941551807574,0.004480848852006524,0.98,0.02,0.98,0.02,4,0,0.036,0.301171,0.452,0.548,20,0,9.976,4.5316,0,3,18,68,161,121,0,1,0
0.30476941551807574,0.004480848852006524,0.992,0.008,0.992,0.008,4,0,0.028,0.314986,0.452,0.548,20,0,9.976,4.5316,0,3,18,70,159,121,0,1,0
0.30476941551807574,0.004480848852006524,0.98,0.02,0.98,0.02,3,0,0.032,0.25095,0.452,0.548,20,0,9.976,4.5316,0,3,19,68,160,121,0,1,0
0.30476941551807574,0.004480848852006524,0.988,0.012,0.988,0.012,2,0,0.024,0.217771,0.452,0.548,20,0,9.984,4.54046,0,3,18,69,160,121,0,1,0
0.30476941551807574,0.004480848852006524,0.988,0.012,0.988,0.012,4,0,0.024,0.267253,0.452,0.548,20,0,9.988,4.54619,0,3,18,70,159,122,0,1,0
0.30476941551807574,0.004480848852006524,0.988,0.012,0.988,0.012,4,0,0.024,0.267253,0.452,0.548,20,0,9.988,4.54619,0,3,18,68,161,121,0,1,0
0.30476941551807574,0.004480848852006524,0.984,0.016,0.984,0.016,4,0,0.028,0.274255,0.452,0.548,20,0,9.988,4.54619,0,3,18,69,160,122,0,1,0
0.30476941551807574,0.004480848852006524,0.98,0.02,0.98,0.02,4,0,0.032,0.281027,0.452,0.548,20,0,9.988,4.54619,0,3,18,69,160,121,0,1,0
0.30476941551807574,0.004480848852006524,0.984,0.016,0.984,0.016,4,0,0.028,0.274255,0.452,0.548,20,0,9.988,4.54619,0,3,18,69,160,122,0,1,0
0.30476941551807574,0.005377018622407829,0.78,0.22,0.84,0.16,19,0,1.02333,2.79215,0.516667,0.483333,30,0,12.7867,6.89791,0,4,25,92,179,56,0,0,1
0.30476941551807574,0.005377018622407829,0.836667,0.163333,0.836667,0.163333,18,0,0.793333,2.53587,0.513333,0.486667,31,0,12.94,7.03205,0,4,27,90,179,61,0,0,1
0.30476941551807574,0.005377018622407829,0.853333,0.146667,0.853333,0.146667,19,0,0.696667,2.38145,0.553333,0.446667,31,0,13.03,7.09759,0,4,27,91,178,66,0,0,1
0.30476941551807574,0.005377018622407829,0.853333,0.146667,0.853333,0.146667,15,0,0.646667,2.1989,0.546667,0.453333,33,0,13.1067,7.16719,0,4,28,90,178,71,0,0,1
0.30476941551807574,0.005377018622407829,0.863333,0.136667,0.863333,0.136667,13,0,0.596667,2.08981,0.543333,0.456667,33,0,13.1667,7.23134,0,4,25,94,177,76,0,0,1
0.30476941551807574,0.005377018622407829,0.886667,0.113333,0.886667,0.113333,12,0,0.5,1.76163,0.543333,0.456667,34,0,13.22,7.27816,0,4,25,91,180,81,0,0,1
0.30476941551807574,0.005377018622407829,0.88,0.12,0.88,0.12,13,0,0.46,1.68377,0.54,0.46,34,0,13.2667,7.31179,0,4,24,95,177,86,0,0,1
0.30476941551807574,0.005377018622407829,0.893333,0.106667,0.893333,0.106667,12,0,0.416667,1.56089,0.54,0.46,37,0,13.33,7.37481,0,4,24,90,182,91,0,0,1
0.30476941551807574,0.005377018622407829,0.893333,0.106667,0.893333,0.106667,11,0,0.403333,1.5494,0.54,0.46,37,0,13.34,7.39173,0,4,24,92,180,96,0,0,1
0.30476941551807574,0.005377018622407829,0.916667,0.0833333,0.916667,0.0833333,12,0,0.373333,1.52336,0.54,0.46,37,0,13.3533,7.39427,0,4,26,90,180,101,0,0,1
0.30476941551807574,0.005377018622407829,0.906667,0.0933333,0.906667,0.0933333,11,0,0.37,1.51869,0.54,0.46,37,0,13.3567,7.39388,0,4,24,92,180,106,0,0,1
0.30476941551807574,0.005377018622407829,0.92,0.08,0.92,0.08,12,0,0.363333,1.5203,0.536667,0.463333,37,0,13.37,7.39638,0,4,25,90,181,111,0,0,1
0.30476941551807574,0.005377018622407829,0.913333,0.0866667,0.913333,0.0866667,11,0,0.343333,1.45331,0.53,0.47,39,0,13.3967,7.43635,0,4,24,93,179,116,0,0,1
0.30476941551807574,0.005377018622407829,0.92,0.08,0.92,0.08,13,0,0.353333,1.49504,0.53,0.47,39,0,13.4033,7.43823,0,4,25,93,178,121,0,0,1
0.30476941551807574,0.005377018622407829,0.906667,0.0933333,0.906667,0.0933333,13,0,0.35,1.50361,0.53,0.47,39,0,13.4067,7.43604,0,4,24,90,182,126,0,0,1
0.30476941551807574,0.005377018622407829,0.93,0.07,0.93,0.07,13,0,0.346667,1.4966,0.53,0.47,39,0,13.4067,7.43604,0,4,25,91,180,131,0,0,1
0.30476941551807574,0.005377018622407829,0.91,0.09,0.91,0.09,13,0,0.353333,1.53248,0.53,0.47,39,0,13.41,7.43473,0,4,24,91,181,136,0,0,1
0.30476941551807574,0.005377018622407829,0.933333,0.0666667,0.933333,0.0666667,12,0,0.34,1.48697,0.53,0.47,39,0,13.41,7.43473,0,4,26,93,177,141,0,0,1
0.30476941551807574,0.005377018622407829,0.913333,0.0866667,0.913333,0.0866667,13,0,0.35,1.53216,0.53,0.47,39,0,13.41,7.43473,0,4,24,92,180,146,0,0,1
0.30476941551807574,0.005377018622407829,0.933333,0.0666667,0.933333,0.0666667,13,0,0.343333,1.50293,0.53,0.47,39,0,13.41,7.43473,0,4,26,93,177,151,0,0,1
0.30476941551807574,0.005377018622407829,0.91,0.09,0.91,0.09,13,0,0.35,1.51024,0.53,0.47,39,0,13.4167,7.43526,0,4,24,92,180,156,0,0,1
0.30476941551807574,0.005377018622407829,0.93,0.07,0.93,0.07,12,0,0.333333,1.47271,0.53,0.47,39,0,13.4167,7.43526,0,4,25,91,180,161,0,0,1
0.30476941551807574,0.005377018622407829,0.916667,0.0833333,0.916667,0.0833333,13,0,0.333333,1.49518,0.53,0.47,39,0,13.4167,7.43526,0,4,24,92,180,166,0,0,1
